,Quantile,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.2,3,1.668057544,2.135001008,1.487499748,1.467560471,1.465034576,1.441027061,1.458020103,1.471547653,1.473099639,1.44955175,1.45037049,1.443616706,1.576055509,1.576819597,1.454943678,1.463328951,1.449047989,1.444055316,1.460988727,1.450298019
1,0.2,0.2,3,2.2359464215693063,2.767369796481358,1.99571668013018,1.9529278877508185,1.9482263335528875,1.932304209843684,1.943935133968523,1.9318152305532632,1.9317894449978488,1.936033536221228,1.9466978577138283,1.9296445350931504,2.035500597143364,2.0230958019838177,1.9524739918731373,1.9177546458307384,1.9553963131691023,1.9292174372230515,1.934749650505778,1.932601443937061
2,0.3,0.2,3,2.691325525709965,2.996671791907995,2.339370516267336,2.255391032503233,2.2531580997242324,2.280473847266327,2.2721799199207515,2.241744956047917,2.249592682743348,2.2489558332849096,2.2742142785696995,2.252301118110485,2.288530136593199,2.3904970662958784,2.272044896566918,2.243047329037658,2.238812094650658,2.241585085521692,2.2498538120216574,2.2415584758463574
3,0.4,0.2,3,2.8868209192123544,3.118148843915662,2.549607322395357,2.455761832934978,2.45054580879476,2.5285700008583456,2.475984478215832,2.4665148311658154,2.4637477281871303,2.4550578538429133,2.4702246422916225,2.417387050097984,2.6210396802320868,2.6176164941352176,2.4798412147355635,2.4351249336118075,2.415766988068635,2.4327582019968066,2.4338947377988607,2.4445709832744256
4,0.5,0.2,3,2.955028776811687,3.0965954011811534,2.6208242479550905,2.54023365470129,2.538400058483426,2.6248615235671515,2.5622073287146407,2.5315831099419706,2.526996779553024,2.528758131750037,2.548184969506551,2.498215617136009,2.613142851144932,2.624153120517012,2.536782565341807,2.5822241928956235,2.572660809815593,2.5032974612793737,2.516970209095148,2.490564608809048
5,0.6,0.2,3,2.9498429597558724,2.951601304799909,2.5460808656476366,2.524526777786163,2.519628558493012,2.547809209107089,2.510221312994199,2.4964429642270725,2.486534419650064,2.4913381501307987,2.4759865179345373,2.454930559184418,2.5080601021621614,2.4797844389623696,2.455324897686284,2.454155258111128,2.489038203449775,2.4403295860898813,2.462510826908511,2.457548556000345
6,0.7,0.2,3,2.799294595802619,2.664842275565801,2.3397898591303736,2.358935048510102,2.3509144539229885,2.3430696838373355,2.311912869475483,2.326779896032681,2.326339383566655,2.3249814039931462,2.277870565488908,2.255077118622443,2.26166834900801,2.249998936661876,2.278188109514268,2.2512890615535643,2.334915338007533,2.246970237642487,2.2816344777701003,2.2330369160680763
7,0.8,0.2,3,2.5044014325621475,2.3041418690134745,2.01727907810079,2.028002700887377,2.016580475792241,1.9928424974067611,1.9817807573500945,1.9939179552266788,1.993643264390561,1.9881936389945176,1.9668682079846698,1.9529777941276811,1.928508904944514,1.9361479620732192,1.9570326052268228,1.904218385624476,1.9208247976423103,1.923435851957413,2.0549501817533926,1.9020793689373268
